STN;YYYYMMDD;FG;FXX;TG;TN;TX;DR;RH
260;20190713;27;90;168;145;197;13;23
260;20190714;30;100;157;137;193;2;1
260;20190715;25;70;155;134;185;0;-1
260;20190716;13;40;157;108;191;0;0
260;20190717;13;50;175;87;248;0;0
260;20190718;31;90;190;152;227;8;7
260;20190719;21;80;194;141;243;0;0
260;20190720;35;110;194;163;236;31;84
260;20190721;25;90;185;135;226;0;0
260;20190722;30;100;206;139;264;0;0
260;20190723;20;60;241;131;319;0;0
260;20190724;25;80;264;166;364;0;0
260;20190725;20;60;288;166;375;0;0
260;20190726;41;120;288;223;372;0;0
260;20190727;24;80;228;185;288;5;22
260;20190728;27;90;195;163;242;0;-1
260;20190729;21;70;194;139;251;0;0
260;20190730;29;110;218;123;278;0;0
260;20190731;42;120;181;158;211;4;42
260;20190801;32;80;183;153;226;9;32
260;20190802;35;120;183;144;214;20;83
260;20190803;20;70;176;124;214;0;0
260;20190804;14;80;191;109;250;0;0
260;20190805;29;110;207;172;244;0;-1
260;20190806;34;90;191;156;236;0;0
260;20190807;41;130;191;162;230;9;35
260;20190808;33;100;185;131;236;2;3
260;20190809;36;90;199;133;242;33;72
260;20190810;73;180;202;170;237;1;2
260;20190811;45;130;182;151;216;0;0
260;20190812;30;110;160;130;217;47;143
260;20190813;27;100;146;103;184;47;93
260;20190814;36;100;164;109;211;50;59
260;20190815;40;130;172;122;208;24;37
260;20190816;31;90;174;101;215;17;6
260;20190817;35;100;174;156;192;43;130
260;20190818;33;90;168;147;199;4;2
260;20190819;44;150;164;135;210;1;2
260;20190820;30;100;155;93;205;0;-1
260;20190821;18;70;153;81;225;0;0
260;20190822;20;80;162;80;239;0;0
260;20190823;13;40;176;88;259;0;0
260;20190824;14;60;200;104;297;0;0
260;20190825;14;60;212;113;313;0;0
260;20190826;22;70;234;135;310;0;0
260;20190827;13;80;240;158;328;0;0
260;20190828;24;100;223;166;276;0;-1
260;20190829;29;100;185;107;226;0;-1
260;20190830;22;90;165;96;234;0;0
260;20190831;21;80;196;93;281;0;-1
260;20190901;27;100;164;120;206;0;-1
260;20190902;28;80;159;103;208;0;0
260;20190903;32;90;162;111;202;0;-1
260;20190904;37;120;150;111;178;23;86
260;20190905;33;120;134;65;174;8;9
260;20190906;43;130;140;66;185;24;101
260;20190907;18;80;138;101;179;25;27
260;20190908;23;90;129;69;182;0;0
260;20190909;15;60;114;52;180;0;0
260;20190910;12;50;124;52;193;0;0
260;20190911;36;110;149;92;175;63;54
260;20190912;30;100;184;142;219;0;0
260;20190913;24;70;165;93;210;13;11
260;20190914;14;50;132;69;210;0;0
260;20190915;23;80;152;68;226;0;0
260;20190916;15;50;134;83;162;55;43
260;20190917;27;110;116;63;179;0;0
260;20190918;19;90;109;50;176;0;0
260;20190919;14;60;116;59;176;0;0
260;20190920;18;70;119;40;188;0;0
260;20190921;39;110;158;75;237;0;0
260;20190922;33;110;186;117;265;27;46
260;20190923;28;80;160;111;195;14;10
260;20190924;36;90;150;138;174;53;56
260;20190925;37;90;153;129;171;8;11
260;20190926;41;150;159;135;183;73;156
260;20190927;50;130;155;132;184;12;10
260;20190928;58;160;155;138;175;20;60
260;20190929;53;140;150;131;169;121;221
260;20190930;36;140;143;130;175;59;87
260;20191001;45;120;151;104;183;74;171
260;20191002;27;120;105;81;141;7;10
260;20191003;21;70;114;90;147;9;7
260;20191004;36;120;106;86;145;73;119
260;20191005;26;70;99;67;140;0;0
260;20191006;54;130;90;84;96;74;101
260;20191007;35;90;99;71;122;12;12
260;20191008;40;100;132;111;152;51;56
260;20191009;44;120;117;101;136;39;185
260;20191010;45;140;125;98;156;9;7
260;20191011;64;140;147;124;169;44;19
260;20191012;22;130;124;111;168;136;67
260;20191013;38;150;163;111;220;11;62
260;20191014;23;80;150;118;182;7;15
260;20191015;28;100;150;124;170;19;4
260;20191016;38;100;131;103;144;77;87
260;20191017;27;80;131;98;162;36;10
260;20191018;54;170;125;106;145;5;3
260;20191019;38;90;120;103;145;23;13
260;20191020;17;60;109;60;138;0;-1
260;20191021;27;80;121;106;148;35;72
260;20191022;20;80;114;58;158;0;-1
260;20191023;20;70;115;52;158;5;1
260;20191024;36;170;146;116;196;3;8
260;20191025;52;140;138;115;154;0;-1
260;20191026;60;130;164;116;199;22;22
260;20191027;25;90;95;41;133;4;3
260;20191028;12;80;63;17;130;0;-1
260;20191029;20;80;60;8;121;0;0
260;20191030;30;90;45;5;104;0;0
260;20191031;25;80;34;-6;101;0;0
260;20191101;35;90;76;-7;134;88;35
260;20191102;55;160;132;107;147;35;116
260;20191103;26;90;105;85;125;75;135
260;20191104;30;90;103;89;125;28;32
260;20191105;17;50;92;77;109;34;43
260;20191106;16;60;84;67;114;4;3
260;20191107;38;110;78;54;96;39;56
260;20191108;21;50;49;18;97;0;0
260;20191109;40;130;68;19;107;4;2
260;20191110;13;50;24;-13;94;0;0
260;20191111;47;130;52;-1;79;52;83
260;20191112;50;140;52;41;73;34;52
260;20191113;34;110;60;41;80;48;87
260;20191114;35;100;57;35;78;0;0
260;20191115;31;100;43;22;56;0;0
260;20191116;17;60;39;6;62;0;0
260;20191117;20;50;47;7;81;10;12
260;20191118;30;130;66;43;83;62;54
260;20191119;22;90;46;-11;77;28;20
260;20191120;22;80;15;-25;66;0;0
260;20191121;38;80;30;10;55;0;0
260;20191122;42;90;67;32;107;5;3
260;20191123;40;100;60;40;82;0;0
260;20191124;17;50;48;7;99;0;0
260;20191125;27;60;72;56;106;0;0
260;20191126;35;90;96;71;115;29;19
260;20191127;53;150;104;96;119;66;116
260;20191128;47;150;93;71;107;116;142
260;20191129;18;80;43;-11;88;1;1
260;20191130;10;50;9;-28;92;0;-1
260;20191201;18;50;2;-31;40;0;0
260;20191202;18;50;45;-28;95;15;29
260;20191203;26;70;49;6;82;0;0
260;20191204;16;50;13;-25;69;0;0
260;20191205;36;120;16;-21;43;6;1
260;20191206;68;150;66;41;97;144;155
260;20191207;45;130;94;85;101;3;2
260;20191208;72;160;93;68;109;39;47
260;20191209;40;140;65;40;85;40;52
260;20191210;53;150;53;19;76;0;-1
260;20191211;39;150;64;48;78;43;41
260;20191212;52;140;45;30;58;20;19
260;20191213;42;140;48;32;71;82;55
260;20191214;52;230;60;48;81;50;57
260;20191215;62;170;72;48;88;16;18
260;20191216;31;80;70;41;86;38;8
260;20191217;38;100;99;45;147;15;9
260;20191218;36;90;68;55;87;0;0
260;20191219;46;100;106;64;135;11;11
260;20191220;54;140;103;77;125;20;10
260;20191221;46;130;72;52;85;6;2
260;20191222;40;140;78;64;91;119;78
260;20191223;40;110;79;65;92;5;3
260;20191224;44;140;83;58;104;69;90
260;20191225;23;110;78;65;94;12;18
260;20191226;28;80;58;48;69;12;4
260;20191227;29;70;33;-15;63;20;14
260;20191228;19;50;-1;-34;30;0;0
260;20191229;25;70;12;-15;34;0;0
260;20191230;36;90;46;17;79;0;0
260;20191231;16;70;42;6;88;0;0
260;20200101;27;60;8;-2;18;0;0
260;20200102;41;100;39;13;74;0;0
260;20200103;46;120;76;43;99;58;45
260;20200104;35;110;67;40;81;23;11
260;20200105;31;90;69;59;76;1;1
260;20200106;41;100;60;35;70;5;3
260;20200107;44;120;66;43;83;0;-1
260;20200108;39;120;104;82;117;60;35
260;20200109;52;140;115;90;130;92;60
260;20200110;32;130;68;28;99;10;6
260;20200111;51;120;60;18;74;0;0
260;20200112;52;130;75;55;101;31;18
260;20200113;53;140;78;57;107;0;-1
260;20200114;74;200;106;90;129;102;100
260;20200115;60;150;94;62;121;49;35
260;20200116;40;110;72;32;102;0;0
260;20200117;46;140;83;54;102;6;7
260;20200118;33;150;45;26;77;13;23
260;20200119;23;90;35;-11;82;0;-1
260;20200120;13;40;29;-21;70;0;0
260;20200121;20;60;7;-14;21;0;0
260;20200122;15;40;44;16;62;30;4
260;20200123;15;30;37;-17;68;18;4
260;20200124;23;70;23;-6;35;0;0
260;20200125;29;60;20;9;26;0;0
260;20200126;40;100;55;5;93;13;8
260;20200127;47;140;82;70;94;52;84
260;20200128;58;180;54;38;72;44;52
260;20200129;49;140;60;44;73;10;7
260;20200130;58;150;85;64;114;43;9
260;20200131;64;150;109;89;125;5;1
260;20200201;65;160;106;86;120;5;2
260;20200202;46;150;89;65;115;62;70
260;20200203;48;140;92;64;110;17;23
260;20200204;38;130;51;12;73;35;64
260;20200205;18;60;48;-2;84;0;0
260;20200206;15;50;50;20;96;0;0
260;20200207;38;90;39;-9;78;0;0
260;20200208;39;100;70;30;99;28;9
260;20200209;98;250;100;77;125;47;186
260;20200210;86;220;80;48;106;21;28
260;20200211;80;200;63;49;73;1;3
260;20200212;56;180;55;33;77;1;1
260;20200213;41;140;57;31;87;87;143
260;20200214;37;100;73;56;87;8;3
260;20200215;68;190;106;75;135;4;1
260;20200216;95;240;121;81;167;64;126
260;20200217;72;220;81;66;101;9;42
260;20200218;67;170;76;37;96;20;53
260;20200219;49;130;62;45;82;41;44
260;20200220;68;180;82;47;104;52;57
260;20200221;61;150;73;40;89;0;0
260;20200222;79;190;92;69;117;18;9
260;20200223;63;210;87;54;129;93;317
260;20200224;60;190;76;36;108;76;101
260;20200225;52;150;66;19;103;24;35
260;20200226;30;120;34;4;66;74;104
260;20200227;27;100;27;1;39;74;50
260;20200228;50;160;46;19;84;66;81
260;20200229;75;280;87;52;126;16;17
260;20200301;67;180;66;46;92;0;-1
260;20200302;31;90;55;35;78;95;87
260;20200303;33;100;44;9;88;15;27
260;20200304;26;100;65;35;105;6;9
260;20200305;42;100;55;44;68;100;118
260;20200306;40;100;62;38;85;49;19
260;20200307;41;120;66;-8;106;0;0
260;20200308;55;150;87;71;102;14;6
260;20200309;45;130;78;63;106;26;37
260;20200310;70;160;101;63;119;147;164
260;20200311;49;160;110;92;135;69;80
260;20200312;73;190;84;58;110;27;47
260;20200313;42;150;66;17;90;29;54
260;20200314;41;110;67;4;118;5;5
260;20200315;47;140;96;77;112;0;0
260;20200316;18;60;75;22;130;0;0
260;20200317;40;100;86;12;133;0;0
260;20200318;40;110;105;67;137;0;0
260;20200319;26;80;85;69;99;0;0
260;20200320;46;130;67;34;91;0;-1
260;20200321;63;150;46;2;92;0;0
260;20200322;62;130;46;-2;97;0;0
260;20200323;58;130;47;0;101;0;0
260;20200324;45;120;49;-1;105;0;0
260;20200325;39;100;55;-43;127;0;0
260;20200326;48;120;66;12;118;0;0
260;20200327;47;130;85;22;153;0;0
260;20200328;58;150;74;41;119;0;-1
260;20200329;67;180;47;9;74;0;-1
260;20200330;23;120;38;-31;97;5;20
260;20200331;33;90;41;-12;92;0;0
260;20200401;16;100;39;-38;100;0;0
260;20200402;37;120;70;0;113;0;-1
260;20200403;25;110;66;-2;103;0;-1
260;20200404;32;100;73;-8;146;0;0
260;20200405;50;130;126;19;196;0;0
260;20200406;39;110;143;84;230;6;1
260;20200407;26;110;122;26;193;0;0
260;20200408;17;60;150;54;245;0;0
260;20200409;28;90;133;56;205;0;0
260;20200410;28;70;115;44;185;0;0
260;20200411;18;50;122;43;215;0;0
260;20200412;20;80;140;29;230;2;1
260;20200413;58;150;78;58;111;0;-1
260;20200414;23;100;60;6;102;0;-1
260;20200415;15;60;85;-10;170;0;0
260;20200416;27;120;130;39;221;0;0
260;20200417;43;90;109;57;170;0;0
260;20200418;25;80;111;50;160;18;10
260;20200419;47;120;125;73;179;0;-1
260;20200420;70;170;127;57;183;0;0
260;20200421;74;160;139;86;189;0;0
260;20200422;56;130;152;96;215;0;0
260;20200423;28;70;158;83;232;0;0
260;20200424;35;90;124;74;182;0;0
260;20200425;28;90;98;35;143;0;0
260;20200426;15;60;90;4;167;0;0
260;20200427;24;90;124;14;207;0;0
260;20200428;30;100;94;77;113;49;17
260;20200429;33;130;117;77;155;64;25
260;20200430;48;140;115;83;161;21;73
260;20200501;43;140;105;81;142;18;29
260;20200502;34;110;103;51;139;15;39
260;20200503;17;70;110;43;169;30;7
260;20200504;38;100;108;55;152;11;4
260;20200505;36;100;92;16;148;0;0
260;20200506;25;80;106;34;168;0;0
260;20200507;14;60;120;17;207;0;0
260;20200508;14;60;145;45;229;0;0
260;20200509;30;100;171;60;247;0;0
260;20200510;48;160;129;77;225;0;-1
260;20200511;63;170;84;37;122;5;6
260;20200512;25;80;77;7;128;0;0
260;20200513;35;120;72;2;120;2;2
260;20200514;33;100;71;-10;128;0;0
260;20200515;21;70;85;-12;151;0;0
260;20200516;28;110;98;23;160;0;0
260;20200517;25;90;121;16;187;0;0
260;20200518;30;100;149;59;212;0;0
260;20200519;28;90;166;86;217;0;0
260;20200520;20;90;162;95;221;0;0
260;20200521;21;70;192;88;267;0;0
260;20200522;44;140;190;147;242;8;2
260;20200523;53;160;153;127;188;0;0
260;20200524;35;100;135;121;150;43;27
260;20200525;27;70;155;82;208;0;0
260;20200526;19;70;163;64;237;0;0
260;20200527;35;100;158;104;205;0;0
260;20200528;40;110;141;68;197;0;0
260;20200529;30;90;153;64;225;0;0
260;20200530;36;110;178;95;237;0;0
260;20200531;46;120;172;111;222;0;0
260;20200601;30;80;188;120;254;0;0
260;20200602;23;80;201;111;275;0;0
260;20200603;32;90;175;130;228;0;0
260;20200604;37;110;128;83;170;33;30
260;20200605;38;160;99;75;143;50;161
260;20200606;59;160;116;83;158;26;44
260;20200607;39;110;127;99;160;14;32
260;20200608;36;90;146;114;189;3;8
260;20200609;26;70;133;87;170;0;0
260;20200610;21;70;139;62;180;6;4
260;20200611;28;90;157;131;201;27;28
260;20200612;37;200;195;144;261;24;67
260;20200613;25;90;202;153;262;24;42
260;20200614;21;90;183;153;230;5;2
260;20200615;18;80;191;152;237;0;0
260;20200616;13;50;179;144;208;41;12
260;20200617;28;90;190;125;242;26;64
260;20200618;25;90;176;131;220;48;100
260;20200619;25;100;172;110;224;0;0
260;20200620;19;60;167;111;221;0;-1
260;20200621;35;100;186;106;245;0;0
260;20200622;23;90;178;110;224;0;0
260;20200623;19;60;197;94;267;0;0
260;20200624;34;90;233;147;294;0;0
260;20200625;40;130;240;170;294;0;0
260;20200626;31;100;242;190;301;36;34
260;20200627;36;150;206;175;248;12;21
260;20200628;52;140;179;152;214;3;1
260;20200629;58;150;160;133;190;0;-1
260;20200630;51;150;160;141;194;82;126
260;20200701;39;130;179;158;211;19;13
260;20200702;38;130;171;148;212;7;40
260;20200703;49;140;177;141;216;0;-1
260;20200704;60;170;165;136;181;133;100
260;20200705;68;170;179;153;213;10;4
260;20200706;45;130;149;101;183;11;63
260;20200707;25;100;146;80;192;12;3
260;20200708;18;60;146;129;169;83;50
260;20200709;38;120;167;147;177;79;71
260;20200710;31;100;146;82;185;22;24
260;20200711;20;80;141;66;197;0;-1
260;20200712;18;60;149;67;209;0;0
260;20200713;16;60;172;76;235;0;0
260;20200714;18;70;157;116;176;47;52
260;20200715;20;70;159;85;206;0;-1
260;20200716;20;90;163;141;197;26;19
260;20200717;11;50;183;139;227;0;0
260;20200718;21;70;194;121;258;0;0
260;20200719;22;80;179;123;244;14;6
260;20200720;28;90;161;104;202;0;-1
260;20200721;23;90;145;75;205;0;0
260;20200722;20;70;145;73;211;0;0
260;20200723;27;100;184;93;246;0;0
260;20200724;28;100;185;145;223;3;6
260;20200725;35;160;184;139;223;62;42
260;20200726;37;120;187;139;224;15;18
260;20200727;34;130;184;134;239;0;-1
260;20200728;40;120;179;159;206;2;1
260;20200729;29;100;162;107;202;0;0
260;20200730;20;70;183;91;251;0;0
260;20200731;33;90;245;122;320;0;0
260;20200801;25;90;206;131;252;5;4
260;20200802;25;100;168;100;216;0;0
260;20200803;21;100;154;92;212;10;3
260;20200804;23;70;164;82;221;0;0
260;20200805;32;100;206;140;283;0;0
260;20200806;17;60;223;116;310;0;0
260;20200807;18;70;247;145;340;0;0
260;20200808;21;100;264;146;346;0;0
260;20200809;34;90;267;215;326;0;-1
260;20200810;31;90;261;188;327;0;0
260;20200811;32;150;270;213;345;0;0
260;20200812;24;70;263;204;323;6;3
260;20200813;19;70;251;191;317;8;2
260;20200814;22;80;233;184;286;2;1
260;20200815;17;110;225;186;285;8;4
260;20200816;22;220;225;165;304;16;297
260;20200817;17;90;189;154;254;5;11
260;20200818;25;90;183;132;240;1;1
260;20200819;32;100;213;130;272;0;-1
260;20200820;32;170;232;189;280;14;35
260;20200821;41;130;239;181;285;0;-1
260;20200822;55;170;192;167;224;5;27
260;20200823;41;110;176;150;213;19;81
260;20200824;33;100;165;114;207;25;73
260;20200825;49;210;170;124;212;22;21
260;20200826;65;170;161;130;184;74;95
260;20200827;24;70;160;116;198;14;14
260;20200828;41;130;161;127;210;25;145
260;20200829;34;100;149;121;188;6;14
260;20200830;38;150;153;110;186;27;57
260;20200831;22;70;145;92;183;0;0
260;20200901;16;70;135;90;176;0;0
260;20200902;13;60;148;79;217;0;0
260;20200903;38;130;163;107;207;110;122
260;20200904;33;100;173;138;210;20;21
260;20200905;29;110;148;104;188;24;86
260;20200906;22;80;142;90;193;9;12
260;20200907;28;90;155;80;210;0;0
260;20200908;32;80;173;151;190;0;-1
260;20200909;30;90;168;86;209;7;5
260;20200910;10;40;132;70;198;0;0
260;20200911;15;80;137;87;200;0;0
260;20200912;26;100;142;86;191;0;0
260;20200913;25;80;164;109;225;0;0
260;20200914;14;40;186;95;285;0;0
260;20200915;14;40;212;123;314;0;0
260;20200916;40;110;184;133;235;0;0
260;20200917;37;100;135;79;190;0;0
260;20200918;44;100;145;74;213;0;0
260;20200919;28;80;154;73;233;0;0
260;20200920;29;80;149;75;228;0;0
260;20200921;15;50;149;77;253;0;0
260;20200922;11;50;141;52;236;0;0
260;20200923;34;120;162;95;218;37;80
260;20200924;45;130;137;115;175;40;67
260;20200925;52;140;109;88;135;18;44
260;20200926;34;120;128;91;162;64;110
260;20200927;36;160;142;129;163;26;34
260;20200928;22;60;128;121;137;36;28
260;20200929;17;50;151;121;193;60;28
260;20200930;23;80;153;120;184;12;17
260;20201001;35;100;131;90;156;60;76
260;20201002;42;100;129;80;160;4;1
260;20201003;33;100;126;99;147;42;66
260;20201004;53;170;119;105;148;26;17
260;20201005;51;130;122;102;144;43;58
260;20201006;47;130;128;112;148;47;87
260;20201007;33;110;124;107;150;29;41
260;20201008;45;150;131;108;159;94;134
260;20201009;25;130;118;82;153;20;52
260;20201010;29;120;87;51;129;47;99
260;20201011;25;70;94;51;137;9;44
260;20201012;19;70;94;43;145;0;-1
260;20201013;33;80;96;66;128;0;0
260;20201014;37;110;92;60;123;0;0
260;20201015;32;110;94;59;115;0;0
260;20201016;20;70;83;46;122;0;0
260;20201017;9;40;71;20;125;0;-1
260;20201018;15;60;88;20;134;0;0
260;20201019;20;60;94;70;132;4;2
260;20201020;40;90;117;78;144;12;3
260;20201021;58;200;154;125;203;95;86
260;20201022;39;100;139;107;161;5;5
260;20201023;29;100;120;62;159;0;-1
260;20201024;54;150;139;117;162;6;2
260;20201025;46;160;121;100;159;14;41
260;20201026;46;120;104;86;127;3;1
260;20201027;54;140;101;75;120;24;18
260;20201028;45;180;100;83;130;77;116
260;20201029;43;110;107;78;137;77;76
260;20201030;55;130;143;133;157;50;26
260;20201031;45;120;135;109;155;22;27
260;20201101;52;150;143;105;176;30;38
260;20201102;67;190;158;106;193;20;20
260;20201103;47;160;92;66;129;6;6
260;20201104;20;60;67;9;128;0;0
260;20201105;13;50;64;6;128;0;0
260;20201106;25;70;84;46;124;0;0
260;20201107;20;60;68;35;126;0;0
260;20201108;17;50;84;18;132;0;-1
260;20201109;18;50;121;85;169;0;0
260;20201110;14;50;124;88;164;0;-1
260;20201111;27;80;114;102;130;0;0
260;20201112;40;110;102;66;132;21;124
260;20201113;34;100;95;49;129;3;2
260;20201114;38;120;124;83;147;19;15
260;20201115;61;210;127;98;156;49;77
260;20201116;48;130;102;89;123;27;23
260;20201117;56;130;120;106;129;7;1
260;20201118;52;150;128;109;149;7;3
260;20201119;37;130;82;37;117;23;70
260;20201120;26;90;60;35;85;1;1
260;20201121;53;140;87;55;102;12;3
260;20201122;31;110;89;51;116;41;32
260;20201123;24;60;61;11;106;0;0
260;20201124;34;70;79;51;102;0;0
260;20201125;35;80;67;37;92;0;0
260;20201126;14;60;88;74;98;86;53
260;20201127;22;50;63;35;75;32;27
260;20201128;33;80;42;33;56;0;0
260;20201129;23;60;9;-36;37;0;0
260;20201130;34;110;24;-42;84;82;89
260;20201201;41;130;81;64;98;43;72
260;20201202;19;70;58;52;64;0;-1
260;20201203;48;120;55;46;62;106;37
260;20201204;57;150;50;-8;80;24;12
260;20201205;22;90;13;-30;56;0;0
260;20201206;17;40;18;-18;42;0;-1
260;20201207;33;90;42;19;55;115;83
260;20201208;11;40;18;-16;48;0;0
260;20201209;30;80;8;-15;31;0;-1
260;20201210;30;70;6;-5;29;0;0
260;20201211;46;110;26;-3;44;54;13
260;20201212;20;60;65;42;89;31;12
260;20201213;34;100;69;57;79;23;13
260;20201214;45;100;96;65;116;37;32
260;20201215;30;70;87;50;104;14;6
260;20201216;37;70;72;46;97;9;1
260;20201217;43;100;89;64;103;59;42
260;20201218;47;110;79;56;110;0;0
260;20201219;48;100;83;51;115;7;3
260;20201220;43;100;86;69;99;0;0
260;20201221;46;150;79;43;131;131;212
260;20201222;39;160;106;86;131;58;56
260;20201223;33;120;109;86;123;105;167
260;20201224;37;130;54;32;91;46;36
260;20201225;23;90;32;-11;66;0;-1
260;20201226;56;150;45;25;59;29;12
260;20201227;81;210;50;32;59;151;130
260;20201228;26;80;36;13;54;49;50
260;20201229;26;80;37;25;58;63;42
260;20201230;31;90;42;24;68;20;9
260;20201231;12;60;21;-21;40;18;29
